OID_,COUNTYFP_2020,ALAND_2020,AWATER_2020,TOTALPOP_2020,AUND1_2020,A1TO4_2020,A5TO17_2020,A18TO24_2020,AUND25_2020,A25OV_2020,A25TO64_2020,A65TO79_2020,A80OV_2020,WOMCHILD_2020,WHITE_2020,BLACK_2020,ASIAN_2020,HAWPI_2020,OTHER_2020,TWOMORE_2020,NHISP_2020,HISP_2020,NHISPWHITE_2020,NHISPBLACK_2020,HOUSEHOLD_2020,HHPOP_2020,FEMW18CHIL_2020,HHUNIT_2020,OCC_2020,OWN_2020,VACANT_2020,HU1P_2020,STATEFP20,Shape_Length,Shape_Area,FIPSTCO,SVI_2020,SVI_2010,SVI_2000,TP1990L05,TP1990L10,TP1990O10,TP2000L05,TP2000L10,TP2000O10,TP2010L05,TP2010L10,TP2010O10,TP2020L05,TP2020L10,TP2020O10,INLECZ
61,121,2275318245.000000000000000,189471919.000000000000000,906422.000000000000000,11176.000000000000000,45188.000000000000000,172559.000000000000000,93082.000000000000000,321088.000000000000000,549766.000000000000000,487955.000000000000000,286924.000000000000000,17474.000000000000000,235398.000000000000000,526363.000000000000000,97847.000000000000000,93463.000000000000000,754.000000000000000,64423.000000000000000,116100.000000000000000,723644.000000000000000,182778.000000000000000,485646.000000000000000,95386.000000000000000,328884.000000000000000,897070.000000000000000,235398.000000000000000,348275.000000000000000,348275.000000000000000,328884.000000000000000,19391.000000000000000,73193.000000000000000,48,1.970436309444323,0.238360624592838,48121,0.388342407250084,0.333465443026047,0.275934127767401,0,0,0,0,0,0,0,0,0,0,0,0,0
62,123,2354237965.000000000000000,3919919.000000000000000,19824.000000000000000,224.000000000000000,852.000000000000000,3358.000000000000000,1344.000000000000000,5750.000000000000000,12449.000000000000000,9917.000000000000000,5975.000000000000000,1054.000000000000000,3551.000000000000000,13313.000000000000000,1673.000000000000000,70.000000000000000,7.000000000000000,2504.000000000000000,2143.000000000000000,12934.000000000000000,6890.000000000000000,10854.000000000000000,1557.000000000000000,7315.000000000000000,18290.000000000000000,3551.000000000000000,9182.000000000000000,9182.000000000000000,7315.000000000000000,1867.000000000000000,2050.000000000000000,48,2.062104017433904,0.218524466742412,48123,0.751900986097575,0.589660058794796,0.730916052611341,0,0,0,0,0,0,0,0,0,0,0,0,0
63,125,2335454676.000000000000000,9057848.000000000000000,1770.000000000000000,10.000000000000000,83.000000000000000,311.000000000000000,97.000000000000000,498.000000000000000,1076.000000000000000,823.000000000000000,542.000000000000000,107.000000000000000,315.000000000000000,1363.000000000000000,30.000000000000000,2.000000000000000,2.000000000000000,163.000000000000000,198.000000000000000,1258.000000000000000,512.000000000000000,1178.000000000000000,18.000000000000000,778.000000000000000,1768.000000000000000,315.000000000000000,1165.000000000000000,1165.000000000000000,778.000000000000000,387.000000000000000,239.000000000000000,48,1.918133459818479,0.227784533648434,48125,0.872699975967407,0.649800002574921,0.635999977588654,0,0,0,0,0,0,0,0,0,0,0,0,0
64,127,3441795903.000000000000000,14575999.000000000000000,8615.000000000000000,105.000000000000000,443.000000000000000,1757.000000000000000,734.000000000000000,3041.000000000000000,4964.000000000000000,3999.000000000000000,2571.000000000000000,353.000000000000000,1855.000000000000000,3852.000000000000000,89.000000000000000,71.000000000000000,13.000000000000000,1531.000000000000000,3005.000000000000000,1128.000000000000000,7487.000000000000000,898.000000000000000,72.000000000000000,3020.000000000000000,8438.000000000000000,1855.000000000000000,3980.000000000000000,3980.000000000000000,3020.000000000000000,960.000000000000000,750.000000000000000,48,2.326389058471835,0.318318053284396,48127,0.930533458847435,0.940014590386070,0.911630609887171,0,0,0,0,0,0,0,0,0,0,0,0,0
65,129,2400676098.000000000000000,15901856.000000000000000,3258.000000000000000,42.000000000000000,149.000000000000000,476.000000000000000,356.000000000000000,1023.000000000000000,1903.000000000000000,1396.000000000000000,979.000000000000000,201.000000000000000,577.000000000000000,2648.000000000000000,172.000000000000000,10.000000000000000,1.000000000000000,120.000000000000000,276.000000000000000,2902.000000000000000,356.000000000000000,2537.000000000000000,167.000000000000000,1340.000000000000000,3025.000000000000000,577.000000000000000,1942.000000000000000,1942.000000000000000,1340.000000000000000,602.000000000000000,438.000000000000000,48,1.967417292427509,0.238515705445651,48129,0.269553237038928,0.455215253311472,0.353809493961815,0,0,0,0,0,0,0,0,0,0,0,0,0
66,131,4645084668.000000000000000,5478267.000000000000000,9831.000000000000000,120.000000000000000,453.000000000000000,1772.000000000000000,762.000000000000000,3081.000000000000000,6024.000000000000000,4903.000000000000000,2897.000000000000000,452.000000000000000,1939.000000000000000,4994.000000000000000,160.000000000000000,45.000000000000000,0.000000000000000,1230.000000000000000,3350.000000000000000,1869.000000000000000,7962.000000000000000,937.000000000000000,145.000000000000000,3507.000000000000000,9233.000000000000000,1939.000000000000000,4396.000000000000000,4396.000000000000000,3507.000000000000000,889.000000000000000,963.000000000000000,48,2.769597140500724,0.425419309760313,48131,0.849621782194823,0.833139982274991,0.852203824838755,0,0,0,0,0,0,0,0,0,0,0,0,0
67,133,2399644791.000000000000000,14002299.000000000000000,17725.000000000000000,204.000000000000000,779.000000000000000,2752.000000000000000,1850.000000000000000,5589.000000000000000,10566.000000000000000,8104.000000000000000,5594.000000000000000,1011.000000000000000,3475.000000000000000,14677.000000000000000,356.000000000000000,104.000000000000000,16.000000000000000,963.000000000000000,1459.000000000000000,14791.000000000000000,2934.000000000000000,13653.000000000000000,335.000000000000000,7167.000000000000000,16943.000000000000000,3475.000000000000000,9341.000000000000000,9341.000000000000000,7167.000000000000000,2174.000000000000000,2181.000000000000000,48,1.984863476329668,0.231165886278245,48133,0.665417715136885,0.733761718852292,0.677149986771994,0,0,0,0,0,0,0,0,0,0,0,0,0
68,135,2325440847.000000000000000,10256582.000000000000000,165171.000000000000000,2362.000000000000000,9595.000000000000000,33735.000000000000000,16306.000000000000000,62017.000000000000000,96771.000000000000000,85373.000000000000000,48083.000000000000000,3824.000000000000000,39434.000000000000000,79965.000000000000000,8031.000000000000000,2339.000000000000000,356.000000000000000,34223.000000000000000,38600.000000000000000,65120.000000000000000,100051.000000000000000,51023.000000000000000,7430.000000000000000,57336.000000000000000,162621.000000000000000,39434.000000000000000,66086.000000000000000,66086.000000000000000,57336.000000000000000,8750.000000000000000,13449.000000000000000,48,1.893519100170636,0.222603338310483,48135,0.666158498878696,0.754769827829352,0.759999675415421,0,0,0,0,0,0,0,0,0,0,0,0,0
69,137,5485263220.000000000000000,5196312.000000000000000,1422.000000000000000,25.000000000000000,60.000000000000000,211.000000000000000,80.000000000000000,362.000000000000000,921.000000000000000,645.000000000000000,511.000000000000000,102.000000000000000,227.000000000000000,961.000000000000000,2.000000000000000,11.000000000000000,1.000000000000000,115.000000000000000,323.000000000000000,704.000000000000000,718.000000000000000,651.000000000000000,2.000000000000000,577.000000000000000,1406.000000000000000,227.000000000000000,963.000000000000000,963.000000000000000,577.000000000000000,386.000000000000000,116.000000000000000,48,3.372645516684978,0.513246682911059,48137,0.718512315198262,0.692124298527772,0.578670445192621,0,0,0,0,0,0,0,0,0,0,0,0,0
70,139,2423575726.000000000000000,41976132.000000000000000,192455.000000000000000,2506.000000000000000,10069.000000000000000,39172.000000000000000,17056.000000000000000,68527.000000000000000,114567.000000000000000,97972.000000000000000,60391.000000000000000,4980.000000000000000,45068.000000000000000,118993.000000000000000,24305.000000000000000,1582.000000000000000,218.000000000000000,20010.000000000000000,25659.000000000000000,140423.000000000000000,52032.000000000000000,106495.000000000000000,23738.000000000000000,64996.000000000000000,190652.000000000000000,45068.000000000000000,68531.000000000000000,68531.000000000000000,64996.000000000000000,3535.000000000000000,11494.000000000000000,48,2.248653867004839,0.236191746165534,48139,0.560185297276474,0.550510786759638,0.437510441981039,0,0,0,0,0,0,0,0,0,0,0,0,0
71,141,2624264468.000000000000000,5322143.000000000000000,865657.000000000000000,10829.000000000000000,43247.000000000000000,167425.000000000000000,98099.000000000000000,318794.000000000000000,501120.000000000000000,428731.000000000000000,262382.000000000000000,28653.000000000000000,209125.000000000000000,313741.000000000000000,29054.000000000000000,12073.000000000000000,1885.000000000000000,188300.000000000000000,310267.000000000000000,150306.000000000000000,715351.000000000000000,98219.000000000000000,24415.000000000000000,296400.000000000000000,849697.000000000000000,209125.000000000000000,317894.000000000000000,317894.000000000000000,296400.000000000000000,21494.000000000000000,67373.000000000000000,48,2.434528932538372,0.250345098947479,48141,0.700630271194428,0.740517257732877,0.762204340304391,0,0,0,0,0,0,0,0,0,0,0,0,0
72,143,2805419702.000000000000000,17166728.000000000000000,42545.000000000000000,372.000000000000000,1826.000000000000000,6491.000000000000000,9068.000000000000000,17776.000000000000000,22340.000000000000000,18245.000000000000000,11663.000000000000000,1441.000000000000000,11427.000000000000000,32674.000000000000000,1247.000000000000000,353.000000000000000,14.000000000000000,3652.000000000000000,4189.000000000000000,33291.000000000000000,9254.000000000000000,30006.000000000000000,1194.000000000000000,15858.000000000000000,38789.000000000000000,11427.000000000000000,18325.000000000000000,18325.000000000000000,15858.000000000000000,2467.000000000000000,4444.000000000000000,48,2.112915109180248,0.270066881340164,48143,0.457184000137097,0.466724472837468,0.429924599801494,0,0,0,0,0,0,0,0,0,0,0,0,0
73,145,1982623099.000000000000000,21693053.000000000000000,16968.000000000000000,198.000000000000000,781.000000000000000,2564.000000000000000,1188.000000000000000,4710.000000000000000,11104.000000000000000,9074.000000000000000,6650.000000000000000,731.000000000000000,4445.000000000000000,9870.000000000000000,3792.000000000000000,56.000000000000000,8.000000000000000,1781.000000000000000,1347.000000000000000,13003.000000000000000,3965.000000000000000,8707.000000000000000,3708.000000000000000,5958.000000000000000,14913.000000000000000,4445.000000000000000,7420.000000000000000,7420.000000000000000,5958.000000000000000,1462.000000000000000,1738.000000000000000,48,1.796464062674182,0.189788087478683,48145,0.760542786944554,0.692406923613237,0.636331026642088,0,0,0,0,0,0,0,0,0,0,0,0,0
74,147,2307251052.000000000000000,20847065.000000000000000,35662.000000000000000,368.000000000000000,1413.000000000000000,5781.000000000000000,2628.000000000000000,10163.000000000000000,22991.000000000000000,18598.000000000000000,11017.000000000000000,1574.000000000000000,6525.000000000000000,28249.000000000000000,2217.000000000000000,152.000000000000000,25.000000000000000,1989.000000000000000,2613.000000000000000,31444.000000000000000,4218.000000000000000,27042.000000000000000,2199.000000000000000,12857.000000000000000,32703.000000000000000,6525.000000000000000,14640.000000000000000,14640.000000000000000,12857.000000000000000,1783.000000000000000,3277.000000000000000,48,2.280962326478801,0.226131135014357,48147,0.583545590574925,0.602140124155927,0.470574772183712,0,0,0,0,0,0,0,0,0,0,0,0,0
75,149,2460316903.000000000000000,25574662.000000000000000,24435.000000000000000,237.000000000000000,947.000000000000000,3881.000000000000000,1448.000000000000000,6487.000000000000000,15445.000000000000000,11244.000000000000000,8235.000000000000000,1712.000000000000000,4225.000000000000000,18286.000000000000000,1462.000000000000000,71.000000000000000,6.000000000000000,1923.000000000000000,2513.000000000000000,19219.000000000000000,5216.000000000000000,17041.000000000000000,1383.000000000000000,10162.000000000000000,24047.000000000000000,4225.000000000000000,13122.000000000000000,13122.000000000000000,10162.000000000000000,2960.000000000000000,2895.000000000000000,48,2.038069359719093,0.232137708628797,48149,0.376863944307963,0.397459456188909,0.358509436432706,0,0,0,0,0,0,0,0,0,0,0,0,0
76,151,2328272103.000000000000000,7258480.000000000000000,3672.000000000000000,45.000000000000000,153.000000000000000,618.000000000000000,199.000000000000000,1009.000000000000000,2320.000000000000000,1763.000000000000000,1231.000000000000000,239.000000000000000,653.000000000000000,2921.000000000000000,107.000000000000000,14.000000000000000,2.000000000000000,254.000000000000000,344.000000000000000,2699.000000000000000,973.000000000000000,2496.000000000000000,92.000000000000000,1555.000000000000000,3645.000000000000000,653.000000000000000,2109.000000000000000,2109.000000000000000,1555.000000000000000,554.000000000000000,452.000000000000000,48,1.901557086014803,0.224702366520774,48151,0.569759405681854,0.622541947904657,0.561579587083696,0,0,0,0,0,0,0,0,0,0,0,0,0
77,153,2569637283.000000000000000,983737.000000000000000,5402.000000000000000,66.000000000000000,260.000000000000000,1140.000000000000000,364.000000000000000,1837.000000000000000,3146.000000000000000,2456.000000000000000,1659.000000000000000,298.000000000000000,1034.000000000000000,3101.000000000000000,158.000000000000000,12.000000000000000,5.000000000000000,658.000000000000000,1453.000000000000000,2335.000000000000000,3067.000000000000000,2079.000000000000000,125.000000000000000,2125.000000000000000,5381.000000000000000,1034.000000000000000,2603.000000000000000,2603.000000000000000,2125.000000000000000,478.000000000000000,562.000000000000000,48,2.006762869902678,0.251063715044252,48153,0.750179989504477,0.676839120070184,0.783934597397726,0,0,0,0,0,0,0,0,0,0,0,0,0
78,155,1824378631.000000000000000,8514741.000000000000000,1095.000000000000000,10.000000000000000,42.000000000000000,139.000000000000000,67.000000000000000,263.000000000000000,690.000000000000000,514.000000000000000,357.000000000000000,119.000000000000000,193.000000000000000,924.000000000000000,19.000000000000000,5.000000000000000,1.000000000000000,81.000000000000000,65.000000000000000,898.000000000000000,197.000000000000000,845.000000000000000,19.000000000000000,474.000000000000000,1055.000000000000000,193.000000000000000,571.000000000000000,571.000000000000000,474.000000000000000,97.000000000000000,136.000000000000000,48,2.353273715994885,0.178809673561714,48155,0.749300003051758,0.871599972248077,0.620999991893768,0,0,0,0,0,0,0,0,0,0,0,0,0
79,157,2231836834.000000000000000,60950681.000000000000000,822779.000000000000000,10236.000000000000000,41959.000000000000000,175069.000000000000000,69205.000000000000000,294991.000000000000000,494294.000000000000000,428622.000000000000000,262984.000000000000000,16250.000000000000000,199498.000000000000000,282222.000000000000000,170978.000000000000000,182537.000000000000000,371.000000000000000,75180.000000000000000,106917.000000000000000,624199.000000000000000,198580.000000000000000,243726.000000000000000,167964.000000000000000,263128.000000000000000,818097.000000000000000,199498.000000000000000,277910.000000000000000,277910.000000000000000,263128.000000000000000,14782.000000000000000,40282.000000000000000,48,2.543452528099366,0.213376920667960,48157,0.491444556129370,0.371968219851446,0.389073668079962,0,0,0,0,0,0,0,0,0,0,0,0,0
80,159,736569935.000000000000000,26875120.000000000000000,10359.000000000000000,95.000000000000000,456.000000000000000,1796.000000000000000,721.000000000000000,3057.000000000000000,6427.000000000000000,5026.000000000000000,3424.000000000000000,495.000000000000000,2032.000000000000000,8138.000000000000000,399.000000000000000,68.000000000000000,6.000000000000000,708.000000000000000,963.000000000000000,8904.000000000000000,1455.000000000000000,7876.000000000000000,394.000000000000000,4046.000000000000000,10289.000000000000000,2032.000000000000000,5089.000000000000000,5089.000000000000000,4046.000000000000000,1043.000000000000000,991.000000000000000,48,1.408675939474497,0.073805110163421,48159,0.400409222482413,0.602646678269521,0.481559175202920,0,0,0,0,0,0,0,0,0,0,0,0,0
81,161,2273311866.000000000000000,36936963.000000000000000,19435.000000000000000,182.000000000000000,801.000000000000000,3171.000000000000000,1193.000000000000000,5336.000000000000000,12624.000000000000000,10033.000000000000000,6083.000000000000000,889.000000000000000,3515.000000000000000,13337.000000000000000,2765.000000000000000,73.000000000000000,14.000000000000000,1903.000000000000000,1197.000000000000000,16280.000000000000000,3155.000000000000000,12817.000000000000000,2740.000000000000000,7256.000000000000000,17910.000000000000000,3515.000000000000000,9030.000000000000000,9030.000000000000000,7256.000000000000000,1774.000000000000000,1979.000000000000000,48,2.497561034745056,0.219794629171118,48161,0.648495447975171,0.642744040526922,0.449868986651867,0,0,0,0,0,0,0,0,0,0,0,0,0
82,163,2935753502.000000000000000,2193621.000000000000000,18385.000000000000000,233.000000000000000,1042.000000000000000,3333.000000000000000,2141.000000000000000,6701.000000000000000,10822.000000000000000,9256.000000000000000,4773.000000000000000,523.000000000000000,3582.000000000000000,8518.000000000000000,719.000000000000000,199.000000000000000,9.000000000000000,5020.000000000000000,3790.000000000000000,4214.000000000000000,14171.000000000000000,3053.000000000000000,705.000000000000000,5190.000000000000000,14815.000000000000000,3582.000000000000000,6340.000000000000000,6340.000000000000000,5190.000000000000000,1150.000000000000000,1217.000000000000000,48,2.112080483045928,0.271700529354108,48163,0.837012793126001,0.876171902452786,0.902763647230105,0,0,0,0,0,0,0,0,0,0,0,0,0
83,165,3891102467.000000000000000,1262946.000000000000000,21598.000000000000000,455.000000000000000,1674.000000000000000,5398.000000000000000,2306.000000000000000,9769.000000000000000,11109.000000000000000,9814.000000000000000,5572.000000000000000,493.000000000000000,5054.000000000000000,15175.000000000000000,282.000000000000000,75.000000000000000,10.000000000000000,2180.000000000000000,3764.000000000000000,13197.000000000000000,8401.000000000000000,12554.000000000000000,241.000000000000000,6765.000000000000000,21452.000000000000000,5054.000000000000000,7642.000000000000000,7642.000000000000000,6765.000000000000000,877.000000000000000,1225.000000000000000,48,2.591450151473120,0.374477493695670,48165,0.753715525598352,0.624192176916666,0.662879996688889,0,0,0,0,0,0,0,0,0,0,0,0,0
84,167,982346326.000000000000000,1281011355.000000000000000,350682.000000000000000,4054.000000000000000,16177.000000000000000,63431.000000000000000,29638.000000000000000,112938.000000000000000,218488.000000000000000,183239.000000000000000,114797.000000000000000,11034.000000000000000,79769.000000000000000,214512.000000000000000,44229.000000000000000,12482.000000000000000,296.000000000000000,29354.000000000000000,47106.000000000000000,262046.000000000000000,88636.000000000000000,191358.000000000000000,43120.000000000000000,132819.000000000000000,345781.000000000000000,79769.000000000000000,156191.000000000000000,156191.000000000000000,132819.000000000000000,23372.000000000000000,34362.000000000000000,48,2.899402576831454,0.210339277714663,48167,0.466266647200772,0.544585119610508,0.475756652947972,12108,202933,14466,15040,231500,18658,15101,269646,21663,16981,327352,23327,1
85,169,2313937124.000000000000000,7209242.000000000000000,5816.000000000000000,49.000000000000000,201.000000000000000,785.000000000000000,420.000000000000000,1447.000000000000000,4058.000000000000000,3520.000000000000000,1329.000000000000000,196.000000000000000,788.000000000000000,4325.000000000000000,297.000000000000000,28.000000000000000,0.000000000000000,678.000000000000000,456.000000000000000,2544.000000000000000,3272.000000000000000,2162.000000000000000,230.000000000000000,1636.000000000000000,4045.000000000000000,788.000000000000000,2126.000000000000000,2126.000000000000000,1636.000000000000000,490.000000000000000,449.000000000000000,48,1.897878412703205,0.224404849079124,48169,0.731240396753711,0.764199972152710,0.874000012874603,0,0,0,0,0,0,0,0,0,0,0,0,0
86,171,2740731305.000000000000000,9000601.000000000000000,26725.000000000000000,212.000000000000000,886.000000000000000,3712.000000000000000,1523.000000000000000,6327.000000000000000,17088.000000000000000,11730.000000000000000,9119.000000000000000,2210.000000000000000,4262.000000000000000,21373.000000000000000,110.000000000000000,131.000000000000000,1.000000000000000,1584.000000000000000,3361.000000000000000,20959.000000000000000,5766.000000000000000,19884.000000000000000,84.000000000000000,11486.000000000000000,26372.000000000000000,4262.000000000000000,14128.000000000000000,14128.000000000000000,11486.000000000000000,2642.000000000000000,3331.000000000000000,48,2.152236326690955,0.257901066889682,48171,0.504106533370733,0.279890599200087,0.327226769032758,0,0,0,0,0,0,0,0,0,0,0,0,0
87,173,2331552974.000000000000000,2245302.000000000000000,1116.000000000000000,10.000000000000000,44.000000000000000,212.000000000000000,78.000000000000000,350.000000000000000,703.000000000000000,577.000000000000000,350.000000000000000,49.000000000000000,220.000000000000000,858.000000000000000,8.000000000000000,0.000000000000000,3.000000000000000,90.000000000000000,150.000000000000000,729.000000000000000,387.000000000000000,710.000000000000000,8.000000000000000,428.000000000000000,1116.000000000000000,220.000000000000000,525.000000000000000,525.000000000000000,428.000000000000000,97.000000000000000,75.000000000000000,48,1.892497965068163,0.222422945667805,48173,0.472699999809265,0.399199992418289,0.442000001668930,0,0,0,0,0,0,0,0,0,0,0,0,0
88,175,2206698612.000000000000000,19050015.000000000000000,7012.000000000000000,52.000000000000000,284.000000000000000,1174.000000000000000,413.000000000000000,1925.000000000000000,4524.000000000000000,3452.000000000000000,2393.000000000000000,367.000000000000000,1260.000000000000000,5127.000000000000000,276.000000000000000,28.000000000000000,0.000000000000000,525.000000000000000,1025.000000000000000,4724.000000000000000,2288.000000000000000,4246.000000000000000,235.000000000000000,2815.000000000000000,6925.000000000000000,1260.000000000000000,3503.000000000000000,3503.000000000000000,2815.000000000000000,688.000000000000000,694.000000000000000,48,2.182488951172141,0.205429976837799,48175,0.709506429332035,0.334713406461016,0.665117781728736,0,0,0,0,0,0,0,0,0,0,0,0,0
89,177,2762704862.000000000000000,8204086.000000000000000,19653.000000000000000,253.000000000000000,946.000000000000000,3784.000000000000000,1522.000000000000000,6486.000000000000000,11780.000000000000000,9459.000000000000000,6135.000000000000000,890.000000000000000,3980.000000000000000,11341.000000000000000,1186.000000000000000,67.000000000000000,10.000000000000000,3628.000000000000000,3265.000000000000000,9756.000000000000000,9897.000000000000000,8159.000000000000000,1075.000000000000000,7275.000000000000000,19368.000000000000000,3980.000000000000000,8919.000000000000000,8919.000000000000000,7275.000000000000000,1644.000000000000000,1923.000000000000000,48,2.122337639072963,0.257696877695933,48177,0.777593563509115,0.776247867098394,0.752350119471230,0,0,0,0,0,0,0,0,0,0,0,0,0
90,179,2398261679.000000000000000,8700790.000000000000000,21227.000000000000000,246.000000000000000,994.000000000000000,3921.000000000000000,1648.000000000000000,6773.000000000000000,13022.000000000000000,10733.000000000000000,6071.000000000000000,955.000000000000000,4148.000000000000000,14631.000000000000000,868.000000000000000,128.000000000000000,0.000000000000000,2668.000000000000000,2727.000000000000000,14880.000000000000000,6347.000000000000000,13025.000000000000000,835.000000000000000,7939.000000000000000,19687.000000000000000,4148.000000000000000,9996.000000000000000,9996.000000000000000,7939.000000000000000,2057.000000000000000,2308.000000000000000,48,1.966989848671769,0.238820847001043,48179,0.647296960625423,0.568252089059741,0.558978700565075,0,0,0,0,0,0,0,0,0,0,0,0,0
91,181,2416033533.000000000000000,120074902.000000000000000,135543.000000000000000,1577.000000000000000,6448.000000000000000,23727.000000000000000,11592.000000000000000,43212.000000000000000,82721.000000000000000,67095.000000000000000,43711.000000000000000,5528.000000000000000,28751.000000000000000,99852.000000000000000,7663.000000000000000,1990.000000000000000,83.000000000000000,9435.000000000000000,14133.000000000000000,114675.000000000000000,20868.000000000000000,95211.000000000000000,7448.000000000000000,52307.000000000000000,133460.000000000000000,28751.000000000000000,58572.000000000000000,58572.000000000000000,52307.000000000000000,6265.000000000000000,13536.000000000000000,48,2.377967539910322,0.246427973292769,48181,0.464985803248275,0.420795082251116,0.376135503473137,0,0,0,0,0,0,0,0,0,0,0,0,0
92,183,708052150.000000000000000,6206460.000000000000000,124239.000000000000000,1569.000000000000000,6239.000000000000000,22546.000000000000000,11953.000000000000000,42189.000000000000000,73633.000000000000000,60904.000000000000000,38770.000000000000000,5329.000000000000000,28264.000000000000000,73043.000000000000000,25262.000000000000000,1639.000000000000000,55.000000000000000,11697.000000000000000,11725.000000000000000,100199.000000000000000,24040.000000000000000,68050.000000000000000,24974.000000000000000,48130.000000000000000,120846.000000000000000,28264.000000000000000,53212.000000000000000,53212.000000000000000,48130.000000000000000,5082.000000000000000,13818.000000000000000,48,1.362487419294057,0.068521808944887,48183,0.608264103249562,0.584941262371808,0.558346952496474,0,0,0,0,0,0,0,0,0,0,0,0,0
93,185,2039528342.000000000000000,36609847.000000000000000,29268.000000000000000,302.000000000000000,1210.000000000000000,4732.000000000000000,2139.000000000000000,8362.000000000000000,19145.000000000000000,15170.000000000000000,9267.000000000000000,1024.000000000000000,5290.000000000000000,18591.000000000000000,3915.000000000000000,104.000000000000000,15.000000000000000,3223.000000000000000,3178.000000000000000,21907.000000000000000,7361.000000000000000,16910.000000000000000,3824.000000000000000,10133.000000000000000,26598.000000000000000,5290.000000000000000,12029.000000000000000,12029.000000000000000,10133.000000000000000,1896.000000000000000,2530.000000000000000,48,2.455824800171433,0.195165921027207,48185,0.470802460517900,0.570806245083478,0.626035295307319,0,0,0,0,0,0,0,0,0,0,0,0,0
94,187,1842136053.000000000000000,9157037.000000000000000,172706.000000000000000,2157.000000000000000,8734.000000000000000,33868.000000000000000,14738.000000000000000,59222.000000000000000,104314.000000000000000,88171.000000000000000,54833.000000000000000,5127.000000000000000,39557.000000000000000,103127.000000000000000,12805.000000000000000,3281.000000000000000,419.000000000000000,18160.000000000000000,33530.000000000000000,107473.000000000000000,65233.000000000000000,84063.000000000000000,11947.000000000000000,59975.000000000000000,170886.000000000000000,39557.000000000000000,64482.000000000000000,64482.000000000000000,59975.000000000000000,4507.000000000000000,11841.000000000000000,48,2.426333519864310,0.172382240209595,48187,0.523227226337136,0.544155927206171,0.408007612898527,0,0,0,0,0,0,0,0,0,0,0,0,0
95,189,2602109423.000000000000000,246678.000000000000000,32522.000000000000000,405.000000000000000,1589.000000000000000,6390.000000000000000,3261.000000000000000,11640.000000000000000,19021.000000000000000,15928.000000000000000,9471.000000000000000,1167.000000000000000,6773.000000000000000,16925.000000000000000,1496.000000000000000,164.000000000000000,32.000000000000000,7347.000000000000000,6254.000000000000000,13033.000000000000000,19489.000000000000000,10693.000000000000000,1381.000000000000000,11396.000000000000000,30615.000000000000000,6773.000000000000000,13396.000000000000000,13396.000000000000000,11396.000000000000000,2000.000000000000000,2986.000000000000000,48,2.018332104735623,0.254157484833329,48189,0.717469999245178,0.614395062911767,0.643337054983628,0,0,0,0,0,0,0,0,0,0,0,0,0
96,191,2288233615.000000000000000,53366403.000000000000000,2825.000000000000000,28.000000000000000,104.000000000000000,499.000000000000000,201.000000000000000,827.000000000000000,1721.000000000000000,1294.000000000000000,874.000000000000000,178.000000000000000,503.000000000000000,1896.000000000000000,204.000000000000000,9.000000000000000,0.000000000000000,374.000000000000000,328.000000000000000,1875.000000000000000,950.000000000000000,1589.000000000000000,190.000000000000000,1220.000000000000000,2784.000000000000000,503.000000000000000,1744.000000000000000,1744.000000000000000,1220.000000000000000,524.000000000000000,381.000000000000000,48,1.927423138480857,0.229924375873847,48191,0.927837089234513,0.813966666995700,0.796238798934854,0,0,0,0,0,0,0,0,0,0,0,0,0
97,193,2165008742.000000000000000,1238628.000000000000000,8222.000000000000000,84.000000000000000,363.000000000000000,1305.000000000000000,486.000000000000000,2217.000000000000000,5201.000000000000000,3874.000000000000000,2724.000000000000000,527.000000000000000,1486.000000000000000,7138.000000000000000,32.000000000000000,38.000000000000000,2.000000000000000,341.000000000000000,622.000000000000000,7177.000000000000000,1045.000000000000000,6805.000000000000000,32.000000000000000,3365.000000000000000,8058.000000000000000,1486.000000000000000,4331.000000000000000,4331.000000000000000,3365.000000000000000,966.000000000000000,930.000000000000000,48,1.979620215523967,0.206094225626276,48193,0.529706595762813,0.540572186852946,0.320464644287572,0,0,0,0,0,0,0,0,0,0,0,0,0
98,195,2382296646.000000000000000,1548341.000000000000000,5285.000000000000000,64.000000000000000,280.000000000000000,1164.000000000000000,375.000000000000000,1884.000000000000000,3065.000000000000000,2522.000000000000000,1581.000000000000000,283.000000000000000,1146.000000000000000,3248.000000000000000,15.000000000000000,10.000000000000000,3.000000000000000,1272.000000000000000,704.000000000000000,2670.000000000000000,2615.000000000000000,2552.000000000000000,12.000000000000000,1936.000000000000000,5220.000000000000000,1146.000000000000000,2280.000000000000000,2280.000000000000000,1936.000000000000000,344.000000000000000,411.000000000000000,48,1.964692060136335,0.239107880006914,48195,0.761676046619915,0.559783739517665,0.569313775437663,0,0,0,0,0,0,0,0,0,0,0,0,0
