OID_,COUNTYFP_2020,ALAND_2020,AWATER_2020,TOTALPOP_2020,AUND1_2020,A1TO4_2020,A5TO17_2020,A18TO24_2020,AUND25_2020,A25OV_2020,A25TO64_2020,A65TO79_2020,A80OV_2020,WOMCHILD_2020,WHITE_2020,BLACK_2020,ASIAN_2020,HAWPI_2020,OTHER_2020,TWOMORE_2020,NHISP_2020,HISP_2020,NHISPWHITE_2020,NHISPBLACK_2020,HOUSEHOLD_2020,HHPOP_2020,FEMW18CHIL_2020,HHUNIT_2020,OCC_2020,OWN_2020,VACANT_2020,HU1P_2020,STATEFP20,Shape_Length,Shape_Area,FIPSTCO,SVI_2020,SVI_2010,SVI_2000,TP1990L05,TP1990L10,TP1990O10,TP2000L05,TP2000L10,TP2000O10,TP2010L05,TP2010L10,TP2010O10,TP2020L05,TP2020L10,TP2020O10,INLECZ
486,037,1685846963.000000000000000,39991153.000000000000000,10387.000000000000000,91.000000000000000,378.000000000000000,1306.000000000000000,671.000000000000000,2455.000000000000000,7040.000000000000000,5532.000000000000000,3647.000000000000000,447.000000000000000,1927.000000000000000,6824.000000000000000,3008.000000000000000,8.000000000000000,0.000000000000000,162.000000000000000,354.000000000000000,10186.000000000000000,201.000000000000000,6807.000000000000000,3000.000000000000000,4451.000000000000000,10081.000000000000000,1927.000000000000000,5999.000000000000000,5999.000000000000000,4451.000000000000000,1548.000000000000000,1403.000000000000000,01,1.753427091881525,0.166398769510578,01037,0.440514699047692,0.748333892618192,0.632883080336149,0,0,0,0,0,0,0,0,0,0,0,0,0
487,039,2669165738.000000000000000,34194671.000000000000000,37570.000000000000000,428.000000000000000,1692.000000000000000,6086.000000000000000,2818.000000000000000,11001.000000000000000,23311.000000000000000,18375.000000000000000,12452.000000000000000,1954.000000000000000,7495.000000000000000,30877.000000000000000,4607.000000000000000,240.000000000000000,0.000000000000000,257.000000000000000,1442.000000000000000,36916.000000000000000,654.000000000000000,30657.000000000000000,4563.000000000000000,15515.000000000000000,36796.000000000000000,7495.000000000000000,18596.000000000000000,18596.000000000000000,15515.000000000000000,3081.000000000000000,4759.000000000000000,01,2.382694991182995,0.255968089404679,01039,0.417035162352591,0.681114541542229,0.508969836029302,0,0,0,0,0,0,0,0,0,0,0,0,0
488,041,1576952763.000000000000000,5388562.000000000000000,13194.000000000000000,122.000000000000000,514.000000000000000,2189.000000000000000,976.000000000000000,3810.000000000000000,8248.000000000000000,6601.000000000000000,4427.000000000000000,618.000000000000000,2731.000000000000000,9388.000000000000000,3103.000000000000000,83.000000000000000,2.000000000000000,77.000000000000000,479.000000000000000,13007.000000000000000,187.000000000000000,9333.000000000000000,3085.000000000000000,5680.000000000000000,13035.000000000000000,2731.000000000000000,6516.000000000000000,6516.000000000000000,5680.000000000000000,836.000000000000000,1825.000000000000000,01,2.326096773251484,0.150584801532953,01041,0.604552692847779,0.694803144939420,0.755015548393538,0,0,0,0,0,0,0,0,0,0,0,0,0
489,043,1902962812.000000000000000,52533095.000000000000000,87866.000000000000000,1059.000000000000000,4175.000000000000000,14487.000000000000000,7187.000000000000000,26813.000000000000000,54522.000000000000000,44416.000000000000000,28166.000000000000000,3717.000000000000000,18393.000000000000000,79142.000000000000000,937.000000000000000,522.000000000000000,64.000000000000000,2136.000000000000000,4657.000000000000000,83720.000000000000000,4146.000000000000000,78298.000000000000000,914.000000000000000,34723.000000000000000,86594.000000000000000,18393.000000000000000,39145.000000000000000,39145.000000000000000,34723.000000000000000,4422.000000000000000,9214.000000000000000,01,2.458864282190079,0.191118229294046,01043,0.464174259466288,0.724926666347416,0.422260342009642,0,0,0,0,0,0,0,0,0,0,0,0,0
490,045,1453276166.000000000000000,4051341.000000000000000,49326.000000000000000,675.000000000000000,2543.000000000000000,8066.000000000000000,4307.000000000000000,15585.000000000000000,30456.000000000000000,25211.000000000000000,15915.000000000000000,1921.000000000000000,10941.000000000000000,33429.000000000000000,10241.000000000000000,671.000000000000000,52.000000000000000,1243.000000000000000,3420.000000000000000,46072.000000000000000,3254.000000000000000,32602.000000000000000,10100.000000000000000,20159.000000000000000,48544.000000000000000,10941.000000000000000,22761.000000000000000,22761.000000000000000,20159.000000000000000,2602.000000000000000,6035.000000000000000,01,1.650093195522573,0.138250935296606,01045,0.503763236830323,0.554443633200652,0.554489468081425,0,0,0,0,0,0,0,0,0,0,0,0,0
491,047,2534919608.000000000000000,39124778.000000000000000,38462.000000000000000,447.000000000000000,1718.000000000000000,6654.000000000000000,3113.000000000000000,11962.000000000000000,23722.000000000000000,19195.000000000000000,13050.000000000000000,1548.000000000000000,8202.000000000000000,10409.000000000000000,26899.000000000000000,146.000000000000000,17.000000000000000,120.000000000000000,806.000000000000000,38166.000000000000000,296.000000000000000,10363.000000000000000,26812.000000000000000,16037.000000000000000,37981.000000000000000,8202.000000000000000,18880.000000000000000,18880.000000000000000,16037.000000000000000,2843.000000000000000,5300.000000000000000,01,3.117277852733367,0.246525247193204,01047,0.732996056006976,0.851255545900149,0.847155821074833,0,0,0,0,0,0,0,0,0,0,0,0,0
492,049,2012620262.000000000000000,4107136.000000000000000,71608.000000000000000,875.000000000000000,3662.000000000000000,13252.000000000000000,6282.000000000000000,23970.000000000000000,42846.000000000000000,35052.000000000000000,22407.000000000000000,2555.000000000000000,15204.000000000000000,56420.000000000000000,1046.000000000000000,253.000000000000000,22.000000000000000,7171.000000000000000,4704.000000000000000,59864.000000000000000,11744.000000000000000,54529.000000000000000,1019.000000000000000,27145.000000000000000,70767.000000000000000,15204.000000000000000,30584.000000000000000,30584.000000000000000,27145.000000000000000,3439.000000000000000,7020.000000000000000,01,2.214346538959747,0.197859416232631,01049,0.609316457164915,0.790277588325635,0.577643857650590,0,0,0,0,0,0,0,0,0,0,0,0,0
493,051,1601945705.000000000000000,99781059.000000000000000,87977.000000000000000,872.000000000000000,3750.000000000000000,14304.000000000000000,7104.000000000000000,26076.000000000000000,56541.000000000000000,47232.000000000000000,28677.000000000000000,2929.000000000000000,18856.000000000000000,63139.000000000000000,18211.000000000000000,674.000000000000000,32.000000000000000,1343.000000000000000,4241.000000000000000,85184.000000000000000,2793.000000000000000,62540.000000000000000,18126.000000000000000,32567.000000000000000,82166.000000000000000,18856.000000000000000,36818.000000000000000,36818.000000000000000,32567.000000000000000,4251.000000000000000,8107.000000000000000,01,2.262185408952076,0.163461115070620,01051,0.350304930488306,0.582667691550744,0.497717680305014,0,0,0,0,0,0,0,0,0,0,0,0,0
494,053,2448595161.000000000000000,20024887.000000000000000,36757.000000000000000,439.000000000000000,1749.000000000000000,5999.000000000000000,2753.000000000000000,10935.000000000000000,23046.000000000000000,18700.000000000000000,11493.000000000000000,1681.000000000000000,7400.000000000000000,22202.000000000000000,10991.000000000000000,114.000000000000000,22.000000000000000,278.000000000000000,1611.000000000000000,36006.000000000000000,751.000000000000000,22004.000000000000000,10922.000000000000000,14499.000000000000000,34702.000000000000000,7400.000000000000000,16684.000000000000000,16684.000000000000000,14499.000000000000000,2185.000000000000000,4585.000000000000000,01,2.507490801679602,0.233445029553949,01053,0.619596765219155,0.869375714483324,0.732495163427892,0,0,0,0,0,0,0,0,0,0,0,0,0
495,055,1385916770.000000000000000,35022972.000000000000000,103436.000000000000000,1213.000000000000000,4774.000000000000000,16382.000000000000000,8679.000000000000000,30994.000000000000000,64393.000000000000000,51832.000000000000000,34053.000000000000000,4402.000000000000000,21940.000000000000000,78584.000000000000000,15146.000000000000000,927.000000000000000,54.000000000000000,2729.000000000000000,5257.000000000000000,98541.000000000000000,4895.000000000000000,77731.000000000000000,14999.000000000000000,41974.000000000000000,101808.000000000000000,21940.000000000000000,47306.000000000000000,47306.000000000000000,41974.000000000000000,5332.000000000000000,12264.000000000000000,01,2.086107707017284,0.138734364376960,01055,0.399380364365940,0.683786886057053,0.470356607754466,0,0,0,0,0,0,0,0,0,0,0,0,0
496,057,1625693254.000000000000000,4330881.000000000000000,16321.000000000000000,182.000000000000000,728.000000000000000,2621.000000000000000,1221.000000000000000,4751.000000000000000,10198.000000000000000,8015.000000000000000,5430.000000000000000,847.000000000000000,3207.000000000000000,13666.000000000000000,1736.000000000000000,51.000000000000000,6.000000000000000,144.000000000000000,646.000000000000000,15925.000000000000000,396.000000000000000,13552.000000000000000,1720.000000000000000,6653.000000000000000,16002.000000000000000,3207.000000000000000,7760.000000000000000,7760.000000000000000,6653.000000000000000,1107.000000000000000,1935.000000000000000,01,1.837701308376920,0.158556314183403,01057,0.559307417064383,0.734504473627660,0.586869746642676,0,0,0,0,0,0,0,0,0,0,0,0,0
497,059,1641845708.000000000000000,32639621.000000000000000,32113.000000000000000,416.000000000000000,1714.000000000000000,6072.000000000000000,2758.000000000000000,10940.000000000000000,19012.000000000000000,15672.000000000000000,9802.000000000000000,1258.000000000000000,6816.000000000000000,24333.000000000000000,1166.000000000000000,68.000000000000000,10.000000000000000,4293.000000000000000,1592.000000000000000,25854.000000000000000,6259.000000000000000,23581.000000000000000,1139.000000000000000,12142.000000000000000,31696.000000000000000,6816.000000000000000,13912.000000000000000,13912.000000000000000,12142.000000000000000,1770.000000000000000,3137.000000000000000,01,1.780181397583670,0.164247029741689,01059,0.520509886094256,0.739816328125785,0.561596943733295,0,0,0,0,0,0,0,0,0,0,0,0,0
498,061,1487908432.000000000000000,11567409.000000000000000,26659.000000000000000,266.000000000000000,1095.000000000000000,4472.000000000000000,1968.000000000000000,7807.000000000000000,16690.000000000000000,13232.000000000000000,8787.000000000000000,1245.000000000000000,5401.000000000000000,22078.000000000000000,2241.000000000000000,89.000000000000000,7.000000000000000,543.000000000000000,1519.000000000000000,25363.000000000000000,1296.000000000000000,21654.000000000000000,2231.000000000000000,10874.000000000000000,26375.000000000000000,5401.000000000000000,12452.000000000000000,12452.000000000000000,10874.000000000000000,1578.000000000000000,3129.000000000000000,01,1.833807120026427,0.141752338995944,01061,0.585980991532136,0.769449573894419,0.613746589172907,0,0,0,0,0,0,0,0,0,0,0,0,0
499,063,1675782057.000000000000000,33416141.000000000000000,7730.000000000000000,86.000000000000000,342.000000000000000,1231.000000000000000,624.000000000000000,2284.000000000000000,4827.000000000000000,3740.000000000000000,2627.000000000000000,348.000000000000000,1533.000000000000000,1301.000000000000000,6246.000000000000000,7.000000000000000,0.000000000000000,33.000000000000000,138.000000000000000,7669.000000000000000,61.000000000000000,1285.000000000000000,6227.000000000000000,3388.000000000000000,7658.000000000000000,1533.000000000000000,4205.000000000000000,4205.000000000000000,3388.000000000000000,817.000000000000000,1283.000000000000000,01,3.557190899348912,0.164643097103570,01063,0.832361628052747,0.948375645402222,0.905314423651499,0,0,0,0,0,0,0,0,0,0,0,0,0
500,065,1667926655.000000000000000,32403804.000000000000000,14785.000000000000000,185.000000000000000,697.000000000000000,2426.000000000000000,1213.000000000000000,4515.000000000000000,9217.000000000000000,7453.000000000000000,5041.000000000000000,624.000000000000000,3186.000000000000000,5999.000000000000000,8337.000000000000000,25.000000000000000,15.000000000000000,66.000000000000000,304.000000000000000,14636.000000000000000,149.000000000000000,5972.000000000000000,8313.000000000000000,6138.000000000000000,14608.000000000000000,3186.000000000000000,7399.000000000000000,7399.000000000000000,6138.000000000000000,1261.000000000000000,1977.000000000000000,01,2.478915960423702,0.163625402252271,01065,0.704142313731279,0.793583524511337,0.780443599499150,0,0,0,0,0,0,0,0,0,0,0,0,0
501,067,1454959642.000000000000000,16953809.000000000000000,17146.000000000000000,163.000000000000000,678.000000000000000,2683.000000000000000,1245.000000000000000,4750.000000000000000,10837.000000000000000,8328.000000000000000,5842.000000000000000,835.000000000000000,3330.000000000000000,11888.000000000000000,4248.000000000000000,73.000000000000000,4.000000000000000,201.000000000000000,682.000000000000000,16812.000000000000000,334.000000000000000,11842.000000000000000,4232.000000000000000,7169.000000000000000,17005.000000000000000,3330.000000000000000,9058.000000000000000,9058.000000000000000,7169.000000000000000,1889.000000000000000,2068.000000000000000,01,1.639702664835816,0.139755976525202,01067,0.488715485840222,0.779464022072018,0.735577678769160,0,0,0,0,0,0,0,0,0,0,0,0,0
502,069,1501742239.000000000000000,4795415.000000000000000,107202.000000000000000,1205.000000000000000,5176.000000000000000,18133.000000000000000,8532.000000000000000,33088.000000000000000,66084.000000000000000,53854.000000000000000,35397.000000000000000,4669.000000000000000,23729.000000000000000,69265.000000000000000,28408.000000000000000,1282.000000000000000,63.000000000000000,2097.000000000000000,5591.000000000000000,102721.000000000000000,4481.000000000000000,68251.000000000000000,28232.000000000000000,44368.000000000000000,106387.000000000000000,23729.000000000000000,49282.000000000000000,49282.000000000000000,44368.000000000000000,4914.000000000000000,13407.000000000000000,01,2.102192311927323,0.142505649569500,01069,0.567785470508277,0.593238832854407,0.533971635913498,0,0,0,0,0,0,0,0,0,0,0,0,0
503,071,2792044654.000000000000000,126334707.000000000000000,52579.000000000000000,546.000000000000000,2282.000000000000000,8000.000000000000000,4177.000000000000000,14988.000000000000000,33291.000000000000000,26528.000000000000000,17546.000000000000000,2347.000000000000000,10719.000000000000000,45480.000000000000000,1636.000000000000000,214.000000000000000,4.000000000000000,921.000000000000000,3554.000000000000000,50898.000000000000000,1681.000000000000000,45123.000000000000000,1624.000000000000000,21733.000000000000000,51971.000000000000000,10719.000000000000000,24627.000000000000000,24627.000000000000000,21733.000000000000000,2894.000000000000000,6165.000000000000000,01,2.677892487708116,0.287404284549154,01071,0.497040263396686,0.752546097024927,0.520791686476068,0,0,0,0,0,0,0,0,0,0,0,0,0
504,073,2878852142.000000000000000,32681784.000000000000000,674721.000000000000000,7943.000000000000000,31561.000000000000000,108559.000000000000000,65162.000000000000000,212796.000000000000000,417633.000000000000000,348707.000000000000000,223025.000000000000000,25729.000000000000000,163095.000000000000000,329590.000000000000000,281326.000000000000000,13109.000000000000000,352.000000000000000,19074.000000000000000,28949.000000000000000,639865.000000000000000,34856.000000000000000,324252.000000000000000,280112.000000000000000,274699.000000000000000,657707.000000000000000,163095.000000000000000,307927.000000000000000,307927.000000000000000,274699.000000000000000,33228.000000000000000,88221.000000000000000,01,2.904733753896913,0.282674141638639,01073,0.395790819205444,0.476019793147771,0.390672310089959,0,0,0,0,0,0,0,0,0,0,0,0,0
505,075,1566544684.000000000000000,1600679.000000000000000,13972.000000000000000,142.000000000000000,624.000000000000000,2192.000000000000000,1038.000000000000000,3991.000000000000000,8813.000000000000000,6877.000000000000000,4691.000000000000000,735.000000000000000,2762.000000000000000,11962.000000000000000,1425.000000000000000,6.000000000000000,6.000000000000000,96.000000000000000,442.000000000000000,13764.000000000000000,208.000000000000000,11924.000000000000000,1421.000000000000000,5958.000000000000000,13828.000000000000000,2762.000000000000000,7071.000000000000000,7071.000000000000000,5958.000000000000000,1113.000000000000000,1836.000000000000000,01,1.640624146713571,0.152638831102082,01075,0.536637519792169,0.795354046856305,0.629434036872298,0,0,0,0,0,0,0,0,0,0,0,0,0
506,077,1730148679.000000000000000,133606345.000000000000000,93564.000000000000000,980.000000000000000,3923.000000000000000,13826.000000000000000,10604.000000000000000,29260.000000000000000,56792.000000000000000,45272.000000000000000,30056.000000000000000,4444.000000000000000,20910.000000000000000,77141.000000000000000,9243.000000000000000,770.000000000000000,32.000000000000000,1552.000000000000000,4458.000000000000000,90486.000000000000000,3078.000000000000000,76491.000000000000000,9164.000000000000000,39544.000000000000000,90532.000000000000000,20910.000000000000000,44585.000000000000000,44585.000000000000000,39544.000000000000000,5041.000000000000000,12679.000000000000000,01,2.420665735886684,0.183810943762862,01077,0.326046914853534,0.661585401669825,0.388130719534962,0,0,0,0,0,0,0,0,0,0,0,0,0
507,079,1788864348.000000000000000,68682286.000000000000000,33073.000000000000000,369.000000000000000,1504.000000000000000,5337.000000000000000,2506.000000000000000,9701.000000000000000,21007.000000000000000,17089.000000000000000,11077.000000000000000,1259.000000000000000,6729.000000000000000,24915.000000000000000,3304.000000000000000,87.000000000000000,8.000000000000000,438.000000000000000,2874.000000000000000,32178.000000000000000,895.000000000000000,24714.000000000000000,3302.000000000000000,13517.000000000000000,32846.000000000000000,6729.000000000000000,15225.000000000000000,15225.000000000000000,13517.000000000000000,1708.000000000000000,3748.000000000000000,01,1.929948486731157,0.182375065097014,01079,0.440654105621736,0.714819844369687,0.520955936993218,0,0,0,0,0,0,0,0,0,0,0,0,0
508,081,1573528082.000000000000000,21515484.000000000000000,174241.000000000000000,2049.000000000000000,8087.000000000000000,27758.000000000000000,33062.000000000000000,70859.000000000000000,95461.000000000000000,81830.000000000000000,50064.000000000000000,4282.000000000000000,47602.000000000000000,111651.000000000000000,39570.000000000000000,8572.000000000000000,120.000000000000000,4392.000000000000000,9216.000000000000000,165106.000000000000000,9135.000000000000000,109795.000000000000000,39252.000000000000000,68728.000000000000000,168868.000000000000000,47602.000000000000000,74856.000000000000000,74856.000000000000000,68728.000000000000000,6128.000000000000000,19534.000000000000000,01,2.052565251719773,0.153221081297224,01081,0.397103831919399,0.601967716886855,0.512017587947217,0,0,0,0,0,0,0,0,0,0,0,0,0
509,083,1450296914.000000000000000,122310594.000000000000000,103570.000000000000000,1233.000000000000000,4913.000000000000000,17801.000000000000000,8176.000000000000000,32028.000000000000000,65240.000000000000000,55127.000000000000000,33016.000000000000000,3486.000000000000000,22494.000000000000000,77064.000000000000000,13307.000000000000000,1869.000000000000000,75.000000000000000,3862.000000000000000,6685.000000000000000,96322.000000000000000,7248.000000000000000,75692.000000000000000,13177.000000000000000,39365.000000000000000,100470.000000000000000,22494.000000000000000,42692.000000000000000,42692.000000000000000,39365.000000000000000,3327.000000000000000,9716.000000000000000,01,1.693403782707989,0.154928087176605,01083,0.370969668821261,0.529984518573475,0.402798718241856,0,0,0,0,0,0,0,0,0,0,0,0,0
510,085,1854651814.000000000000000,23271259.000000000000000,10311.000000000000000,108.000000000000000,400.000000000000000,1500.000000000000000,806.000000000000000,2834.000000000000000,6681.000000000000000,5329.000000000000000,3575.000000000000000,461.000000000000000,2010.000000000000000,2818.000000000000000,7192.000000000000000,15.000000000000000,5.000000000000000,39.000000000000000,225.000000000000000,10171.000000000000000,140.000000000000000,2807.000000000000000,7149.000000000000000,4272.000000000000000,10123.000000000000000,2010.000000000000000,4779.000000000000000,4779.000000000000000,4272.000000000000000,507.000000000000000,1379.000000000000000,01,2.352452343145468,0.179522893359417,01085,0.809942548670506,0.900720630631301,0.904677152749448,0,0,0,0,0,0,0,0,0,0,0,0,0
511,087,1576435594.000000000000000,11765508.000000000000000,19532.000000000000000,189.000000000000000,646.000000000000000,2461.000000000000000,3570.000000000000000,6876.000000000000000,11135.000000000000000,8752.000000000000000,5930.000000000000000,786.000000000000000,5071.000000000000000,3252.000000000000000,15441.000000000000000,74.000000000000000,4.000000000000000,213.000000000000000,500.000000000000000,19171.000000000000000,361.000000000000000,3187.000000000000000,15395.000000000000000,7965.000000000000000,17464.000000000000000,5071.000000000000000,9604.000000000000000,9604.000000000000000,7965.000000000000000,1639.000000000000000,3106.000000000000000,01,2.098984448295817,0.152206276315638,01087,0.663840783691341,0.831315317144172,0.881475208997185,0,0,0,0,0,0,0,0,0,0,0,0,0
512,089,2076136600.000000000000000,28786030.000000000000000,388153.000000000000000,4340.000000000000000,17472.000000000000000,62450.000000000000000,39930.000000000000000,123940.000000000000000,240649.000000000000000,203999.000000000000000,124683.000000000000000,14597.000000000000000,90101.000000000000000,242510.000000000000000,92066.000000000000000,10292.000000000000000,482.000000000000000,10436.000000000000000,29389.000000000000000,363217.000000000000000,24936.000000000000000,237497.000000000000000,91079.000000000000000,157770.000000000000000,378389.000000000000000,90101.000000000000000,169820.000000000000000,169820.000000000000000,157770.000000000000000,12050.000000000000000,47437.000000000000000,01,2.412974180786409,0.207254234498871,01089,0.314506989407340,0.408884505277827,0.302386423915103,0,0,0,0,0,0,0,0,0,0,0,0,0
513,091,2530155136.000000000000000,14951685.000000000000000,19323.000000000000000,227.000000000000000,856.000000000000000,3182.000000000000000,1437.000000000000000,5707.000000000000000,12138.000000000000000,9681.000000000000000,6677.000000000000000,869.000000000000000,4037.000000000000000,8428.000000000000000,10188.000000000000000,54.000000000000000,3.000000000000000,218.000000000000000,423.000000000000000,18955.000000000000000,368.000000000000000,8375.000000000000000,10133.000000000000000,8226.000000000000000,19096.000000000000000,4037.000000000000000,9777.000000000000000,9777.000000000000000,8226.000000000000000,1551.000000000000000,2734.000000000000000,01,2.638669274310562,0.243547305917218,01091,0.601886330031190,0.797117794139874,0.790839775744425,0,0,0,0,0,0,0,0,0,0,0,0,0
514,093,1922660061.000000000000000,3180617.000000000000000,29341.000000000000000,317.000000000000000,1274.000000000000000,4497.000000000000000,2320.000000000000000,8397.000000000000000,18442.000000000000000,14838.000000000000000,9555.000000000000000,1473.000000000000000,5916.000000000000000,26312.000000000000000,1106.000000000000000,75.000000000000000,14.000000000000000,415.000000000000000,1313.000000000000000,28478.000000000000000,863.000000000000000,26093.000000000000000,1094.000000000000000,12228.000000000000000,28580.000000000000000,5916.000000000000000,14073.000000000000000,14073.000000000000000,12228.000000000000000,1845.000000000000000,3784.000000000000000,01,1.899383783347429,0.188229938633403,01093,0.520369237884521,0.703276987249056,0.646038736135306,0,0,0,0,0,0,0,0,0,0,0,0,0
515,095,1465531833.000000000000000,148495463.000000000000000,97612.000000000000000,1200.000000000000000,4986.000000000000000,17931.000000000000000,8211.000000000000000,32293.000000000000000,58540.000000000000000,48006.000000000000000,30386.000000000000000,3864.000000000000000,20784.000000000000000,76926.000000000000000,2428.000000000000000,602.000000000000000,137.000000000000000,9587.000000000000000,6534.000000000000000,81954.000000000000000,15658.000000000000000,74666.000000000000000,2293.000000000000000,37257.000000000000000,96620.000000000000000,20784.000000000000000,41245.000000000000000,41245.000000000000000,37257.000000000000000,3988.000000000000000,9797.000000000000000,01,2.224472615309793,0.158178250866808,01095,0.462647961848910,0.693310721466938,0.576824470310875,0,0,0,0,0,0,0,0,0,0,0,0,0
516,097,3184064139.000000000000000,1074011171.000000000000000,414809.000000000000000,5112.000000000000000,20447.000000000000000,69937.000000000000000,39746.000000000000000,135128.000000000000000,252612.000000000000000,208945.000000000000000,134998.000000000000000,15180.000000000000000,95664.000000000000000,229550.000000000000000,146254.000000000000000,8585.000000000000000,234.000000000000000,5998.000000000000000,20131.000000000000000,401384.000000000000000,13425.000000000000000,226703.000000000000000,145435.000000000000000,163750.000000000000000,407064.000000000000000,95664.000000000000000,184441.000000000000000,184441.000000000000000,163750.000000000000000,20691.000000000000000,47552.000000000000000,01,3.125512644297378,0.400854876573158,01097,0.501816753401432,0.701733019557996,0.647201937793916,2169,90538,288105,3363,92444,307399,1944,81811,331181,1905,79302,335507,1
517,099,2656469672.000000000000000,22609681.000000000000000,19772.000000000000000,223.000000000000000,774.000000000000000,3196.000000000000000,1675.000000000000000,5885.000000000000000,12313.000000000000000,9808.000000000000000,6553.000000000000000,918.000000000000000,4137.000000000000000,10391.000000000000000,8299.000000000000000,88.000000000000000,3.000000000000000,79.000000000000000,623.000000000000000,19565.000000000000000,207.000000000000000,10334.000000000000000,8253.000000000000000,8337.000000000000000,19569.000000000000000,4137.000000000000000,10127.000000000000000,10127.000000000000000,8337.000000000000000,1790.000000000000000,2610.000000000000000,01,2.840818216197402,0.254525156789890,01099,0.593715463980975,0.845269657991165,0.803811520475656,0,101,23867,0,136,24188,0,151,22917,0,142,19630,1
518,101,2034045843.000000000000000,37716728.000000000000000,228954.000000000000000,2817.000000000000000,11150.000000000000000,37631.000000000000000,22876.000000000000000,74403.000000000000000,140410.000000000000000,117797.000000000000000,75241.000000000000000,8013.000000000000000,55498.000000000000000,75074.000000000000000,130467.000000000000000,7995.000000000000000,146.000000000000000,6282.000000000000000,8195.000000000000000,218270.000000000000000,10684.000000000000000,73354.000000000000000,129801.000000000000000,93223.000000000000000,220555.000000000000000,55498.000000000000000,105293.000000000000000,105293.000000000000000,93223.000000000000000,12070.000000000000000,31894.000000000000000,01,2.599021588767264,0.198193237990214,01101,0.430984440664288,0.495968640151570,0.462280995837630,0,0,0,0,0,0,0,0,0,0,0,0,0
519,103,1501337447.000000000000000,50196644.000000000000000,123421.000000000000000,1486.000000000000000,5841.000000000000000,20705.000000000000000,10170.000000000000000,38106.000000000000000,76551.000000000000000,62979.000000000000000,39510.000000000000000,5084.000000000000000,26019.000000000000000,89869.000000000000000,15453.000000000000000,850.000000000000000,85.000000000000000,7974.000000000000000,8239.000000000000000,111044.000000000000000,12377.000000000000000,88238.000000000000000,15307.000000000000000,49241.000000000000000,121147.000000000000000,26019.000000000000000,53265.000000000000000,53265.000000000000000,49241.000000000000000,4024.000000000000000,13945.000000000000000,01,1.806055881711306,0.152208122786794,01103,0.422426289825749,0.587153075869642,0.460193165882166,0,0,0,0,0,0,0,0,0,0,0,0,0
520,105,1863936200.000000000000000,10902207.000000000000000,8511.000000000000000,94.000000000000000,359.000000000000000,1308.000000000000000,1082.000000000000000,2853.000000000000000,4955.000000000000000,3946.000000000000000,2647.000000000000000,430.000000000000000,1840.000000000000000,2359.000000000000000,5936.000000000000000,10.000000000000000,3.000000000000000,11.000000000000000,176.000000000000000,8422.000000000000000,89.000000000000000,2345.000000000000000,5914.000000000000000,3360.000000000000000,7979.000000000000000,1840.000000000000000,3933.000000000000000,3933.000000000000000,3360.000000000000000,573.000000000000000,1130.000000000000000,01,2.161870579117144,0.180172299046906,01105,0.599323941459112,0.926517099462776,0.842038797493808,0,0,0,0,0,0,0,0,0,0,0,0,0
521,107,2282835039.000000000000000,22621093.000000000000000,19123.000000000000000,185.000000000000000,774.000000000000000,2735.000000000000000,1466.000000000000000,5142.000000000000000,12532.000000000000000,10168.000000000000000,7314.000000000000000,864.000000000000000,4738.000000000000000,10739.000000000000000,7489.000000000000000,78.000000000000000,0.000000000000000,290.000000000000000,500.000000000000000,18070.000000000000000,1053.000000000000000,10066.000000000000000,7448.000000000000000,7437.000000000000000,17353.000000000000000,4738.000000000000000,8646.000000000000000,8646.000000000000000,7437.000000000000000,1209.000000000000000,2430.000000000000000,01,2.218526910686435,0.223140836056562,01107,0.740187008756668,0.866368146458890,0.859871657448024,0,0,0,0,0,0,0,0,0,0,0,0,0
522,109,1740645369.000000000000000,2339145.000000000000000,33009.000000000000000,340.000000000000000,1383.000000000000000,4480.000000000000000,6533.000000000000000,12733.000000000000000,18109.000000000000000,14827.000000000000000,9753.000000000000000,1206.000000000000000,8909.000000000000000,18275.000000000000000,12138.000000000000000,588.000000000000000,21.000000000000000,439.000000000000000,1356.000000000000000,32104.000000000000000,905.000000000000000,18036.000000000000000,12068.000000000000000,13901.000000000000000,30865.000000000000000,8909.000000000000000,15977.000000000000000,15977.000000000000000,13901.000000000000000,2076.000000000000000,5010.000000000000000,01,2.256187717796188,0.165997463770757,01109,0.530386103208210,0.763161342626584,0.710016590660907,0,0,0,0,0,0,0,0,0,0,0,0,0
523,111,1503618358.000000000000000,9283013.000000000000000,21967.000000000000000,244.000000000000000,965.000000000000000,3519.000000000000000,1953.000000000000000,6656.000000000000000,13590.000000000000000,10739.000000000000000,7340.000000000000000,968.000000000000000,4446.000000000000000,16772.000000000000000,3815.000000000000000,87.000000000000000,3.000000000000000,370.000000000000000,844.000000000000000,21362.000000000000000,605.000000000000000,16629.000000000000000,3814.000000000000000,8931.000000000000000,21551.000000000000000,4446.000000000000000,12400.000000000000000,12400.000000000000000,8931.000000000000000,3469.000000000000000,2578.000000000000000,01,1.584630376190700,0.146451998644401,01111,0.575183006052540,0.765339397824856,0.683150313184728,0,0,0,0,0,0,0,0,0,0,0,0,0
