GEOID,year,nInMigr,nOutMigr,netMigr
53057,1994,5813,4472,1341
53057,1995,5529,4673,856
53057,1996,5468,4449,1019
53057,1997,5999,4700,1299
53057,1998,6234,5196,1038
53057,1999,6197,5344,853
53057,2000,5972,5298,674
53057,2001,5844,5149,695
53057,2002,6309,4736,1573
53057,2003,6247,5258,989
53057,2004,5747,4831,916
53057,2005,6186,4900,1286
53057,2006,5642,4991,651
53057,2007,6185,5202,983
53057,2008,5234,5013,221
53057,2009,4908,4872,36
53057,2010,4870,4693,177
53059,1990,661,557,104
53059,1991,498,484,14
53059,1992,584,459,125
53059,1993,561,479,82
53059,1994,551,502,49
53059,1995,586,446,140
53059,1996,684,423,261
53059,1997,638,580,58
53059,1998,544,514,30
53059,1999,553,491,62
53059,2000,547,508,39
53059,2001,494,460,34
53059,2002,527,396,131
53059,2003,620,467,153
53059,2004,570,516,54
53059,2005,658,488,170
53059,2006,612,450,162
53059,2007,597,509,88
53059,2008,548,532,16
53059,2009,576,455,121
53059,2010,543,506,37
53061,1990,31280,25675,5605
53061,1991,33031,25448,7583
53061,1992,31987,25830,6157
53061,1993,30654,27272,3382
53061,1994,29642,25988,3654
53061,1995,30323,25576,4747
53061,1996,37471,25504,11967
53061,1997,38457,28455,10002
53061,1998,36160,32219,3941
53061,1999,37104,33099,4005
53061,2000,37551,33457,4094
53061,2001,35114,32887,2227
53061,2002,32062,33336,-1274
53061,2003,32950,32036,914
53061,2004,35733,30625,5108
53061,2005,38879,31742,7137
53061,2006,38066,31370,6696
53061,2007,36176,32867,3309
53061,2008,33608,30447,3161
53061,2009,31347,29936,1411
53061,2010,31589,30326,1263
53063,1990,20680,14859,5821
53063,1991,20562,14544,6018
53063,1992,20626,15254,5372
53063,1993,18399,16406,1993
53063,1994,19318,17714,1604
53063,1995,16529,16325,204
53063,1996,16008,17302,-1294
53063,1997,16355,16854,-499
53063,1998,16652,17620,-968
53063,1999,17214,17504,-290
53063,2000,17809,16934,875
53063,2001,17620,16349,1271
53063,2002,17016,16108,908
53063,2003,17514,16017,1497
53063,2004,18356,16107,2249
53063,2005,19664,16953,2711
53063,2006,19911,16055,3856
53063,2007,19222,16768,2454
53063,2008,18161,16193,1968
53063,2009,15740,15877,-137
53063,2010,16164,16926,-762
53065,1990,2120,1691,429
53065,1991,2529,1521,1008
53065,1992,2480,1542,938
53065,1993,2529,1487,1042
53065,1994,2564,1584,980
53065,1995,2002,1497,505
53065,1996,1855,1523,332
53065,1997,1988,1992,-4
53065,1998,2051,1864,187
53065,1999,2227,1815,412
53065,2000,1924,1839,85
53065,2001,2026,2004,22
53065,2002,2036,1880,156
53065,2003,2021,1757,264
53065,2004,2690,2214,476
53065,2005,2776,2181,595
53065,2006,2541,2002,539
53065,2007,2467,2202,265
53065,2008,2190,2012,178
53065,2009,1925,1902,23
53065,2010,1928,1873,55
53067,1990,14017,9722,4295
53067,1991,14239,9171,5068
53067,1992,14920,10402,4518
53067,1993,12840,10840,2000
53067,1994,13653,10692,2961
53067,1995,13881,11406,2475
53067,1996,13518,11676,1842
53067,1997,13118,12258,860
53067,1998,13828,12251,1577
53067,1999,14022,12055,1967
53067,2000,14671,11915,2756
53067,2001,14592,11675,2917
53067,2002,13912,11631,2281
53067,2003,13739,11616,2123
53067,2004,14389,11939,2450
53067,2005,16526,12684,3842
53067,2006,15984,12781,3203
53067,2007,18189,13311,4878
53067,2008,17745,14247,3498
53067,2009,15472,14061,1411
53067,2010,16608,14578,2030
53069,1990,228,194,34
53069,1991,261,196,65
53069,1992,222,189,33
53069,1993,257,183,74
53069,1994,242,194,48
53069,1995,229,161,68
53069,1996,271,195,76
53069,1997,219,233,-14
53069,1998,203,223,-20
53069,1999,246,209,37
53069,2000,189,236,-47
53069,2001,233,169,64
53069,2002,208,241,-33
53069,2003,334,177,157
53069,2004,259,179,80
53069,2005,267,151,116
53069,2006,245,169,76
53069,2007,273,195,78
53069,2008,242,235,7
53069,2009,212,173,39
53069,2010,211,165,46
53071,1990,3110,2642,468
53071,1991,3085,2742,343
53071,1992,3065,2481,584
53071,1993,2992,2442,550
53071,1994,2681,2676,5
53071,1995,2344,2626,-282
53071,1996,2261,2755,-494
53071,1997,2287,2644,-357
53071,1998,3216,2786,430
53071,1999,2754,2774,-20
53071,2000,2560,2758,-198
53071,2001,2736,2439,297
53071,2002,2579,2408,171
53071,2003,2680,2480,200
53071,2004,2440,2561,-121
53071,2005,2714,2749,-35
53071,2006,2445,2689,-244
53071,2007,2657,2522,135
53071,2008,2639,2333,306
53071,2009,2555,2262,293
53071,2010,2607,2373,234
53073,1990,7615,4937,2678
53073,1991,7922,5130,2792
53073,1992,7770,5468,2302
53073,1993,7606,5934,1672
53073,1994,7589,5873,1716
53073,1995,7509,10156,-2647
53073,1996,7232,6739,493
53073,1997,7453,6668,785
53073,1998,8031,6734,1297
53073,1999,8070,6916,1154
53073,2000,8033,7007,1026
53073,2001,8601,6869,1732
53073,2002,7998,7244,754
53073,2003,8482,6743,1739
53073,2004,8340,6738,1602
53073,2005,8177,7392,785
53073,2006,8405,7043,1362
53073,2007,8974,7625,1349
53073,2008,8134,7371,763
53073,2009,7010,6969,41
53073,2010,7095,6937,158
53075,1990,2499,2611,-112
53075,1991,2639,2659,-20
53075,1992,2651,2673,-22
53075,1993,2558,2587,-29
53075,1994,2798,2771,27
53075,1995,2577,2690,-113
53075,1996,2380,2772,-392
53075,1997,2394,2786,-392
53075,1998,2567,2977,-410
53075,1999,2504,2878,-374
53075,2000,2477,2913,-436
53075,2001,2716,2770,-54
53075,2002,2747,2810,-63
53075,2003,2617,2750,-133
53075,2004,2813,2972,-159
53075,2005,2714,3087,-373
53075,2006,2500,2983,-483
53075,2007,2941,3050,-109
53075,2008,2733,2952,-219
53075,2009,2261,2744,-483
53075,2010,2512,2795,-283
53077,1990,8903,7737,1166
53077,1991,8700,7350,1350
53077,1992,8739,7237,1502
53077,1993,7962,7481,481
53077,1994,7446,7592,-146
53077,1995,6409,7754,-1345
53077,1996,5888,8083,-2195
53077,1997,6057,7890,-1833
53077,1998,5671,7933,-2262
53077,1999,5611,8265,-2654
53077,2000,5542,8080,-2538
53077,2001,5717,7601,-1884
53077,2002,6111,6969,-858
53077,2003,5960,6747,-787
53077,2004,5767,7187,-1420
53077,2005,6075,7078,-1003
53077,2006,6216,7067,-851
53077,2007,6910,7147,-237
53077,2008,7852,6369,1483
53077,2009,7684,6048,1636
53077,2010,6893,6825,68
54001,1990,469,504,-35
54001,1991,631,469,162
54001,1992,573,485,88
54001,1993,628,494,134
54001,1994,645,527,118
54001,1995,654,554,100
54001,1996,498,543,-45
54001,1997,604,505,99
54001,1998,554,593,-39
54001,1999,514,517,-3
54001,2000,499,529,-30
54001,2001,590,469,121
54001,2002,616,526,90
54001,2003,474,548,-74
54001,2004,613,462,151
54001,2005,620,503,117
54001,2006,586,515,71
54001,2007,646,525,121
54001,2008,573,449,124
54001,2009,551,445,106
54001,2010,535,497,38
54003,1990,3674,2516,1158
54003,1991,3340,2430,910
54003,1992,3194,2359,835
54003,1993,3379,2481,898
54003,1994,3363,2542,821
54003,1995,3396,2389,1007
54003,1996,3663,2796,867
54003,1997,3999,2519,1480
54003,1998,4091,2713,1378
54003,1999,4352,3003,1349
54003,2000,4682,3027,1655
54003,2001,5213,3211,2002
54003,2002,6001,3062,2939
54003,2003,6291,3295,2996
54003,2004,6747,3745,3002
54003,2005,7504,4401,3103
54003,2006,6228,4308,1920
54003,2007,6298,4635,1663
54003,2008,5449,4591,858
54003,2009,5232,3987,1245
54003,2010,5014,4369,645
54005,1990,961,840,121
54005,1991,1055,819,236
54005,1992,843,915,-72
54005,1993,842,858,-16
54005,1994,779,981,-202
54005,1995,1039,947,92
54005,1996,1081,1158,-77
54005,1997,931,1148,-217
54005,1998,1059,985,74
54005,1999,976,1057,-81
54005,2000,959,1007,-48
54005,2001,1081,943,138
54005,2002,1012,965,47
54005,2003,878,938,-60
54005,2004,776,783,-7
54005,2005,797,874,-77
54005,2006,774,707,67
54005,2007,699,813,-114
54005,2008,760,645,115
54005,2009,631,667,-36
54005,2010,630,712,-82
54007,1990,495,451,44
54007,1991,474,469,5
54007,1992,530,392,138
54007,1993,428,443,-15
54007,1994,520,344,176
54007,1995,545,481,64
54007,1996,454,517,-63
54007,1997,448,421,27
54007,1998,473,425,48
54007,1999,481,425,56
54007,2000,485,403,82
54007,2001,491,412,79
54007,2002,515,494,21
54007,2003,474,385,89
54007,2004,401,403,-2
54007,2005,459,488,-29
54007,2006,462,383,79
54007,2007,423,392,31
54007,2008,442,444,-2
54007,2009,445,385,60
54007,2010,405,415,-10
54009,1990,732,757,-25
54009,1991,737,837,-100
54009,1992,807,778,29
54009,1993,712,757,-45
54009,1994,880,775,105
54009,1995,962,1095,-133
54009,1996,985,1113,-128
54009,1997,964,987,-23
54009,1998,1051,1029,22
54009,1999,903,1247,-344
54009,2000,973,1107,-134
54009,2001,1015,994,21
54009,2002,1022,999,23
54009,2003,903,1043,-140
54009,2004,822,912,-90
54009,2005,693,913,-220
54009,2006,675,829,-154
54009,2007,787,791,-4
54009,2008,812,707,105
54009,2009,692,728,-36
54009,2010,754,716,38
54011,1990,4316,4301,15
54011,1991,4078,4188,-110
54011,1992,4513,4269,244
54011,1993,3955,4018,-63
54011,1994,4074,4222,-148
54011,1995,3980,4371,-391
54011,1996,3853,4674,-821
54011,1997,3916,4675,-759
54011,1998,4077,4488,-411
54011,1999,3988,4428,-440
54011,2000,3809,4480,-671
54011,2001,4111,4463,-352
54011,2002,3784,4199,-415
54011,2003,3890,4149,-259
54011,2004,3823,4196,-373
54011,2005,3903,3983,-80
54011,2006,3847,3844,3
54011,2007,3994,4006,-12
54011,2008,4137,3693,444
54011,2009,3822,3898,-76
54011,2010,3814,3875,-61
54013,1990,251,256,-5
54013,1991,284,221,63
54013,1992,300,261,39
54013,1993,217,238,-21
54013,1994,277,279,-2
54013,1995,323,238,85
54013,1996,277,287,-10
54013,1997,280,259,21
54013,1998,282,247,35
54013,1999,270,296,-26
54013,2000,238,341,-103
54013,2001,289,273,16
54013,2002,224,230,-6
54013,2003,251,214,37
54013,2004,268,215,53
54013,2005,260,217,43
54013,2006,225,231,-6
54013,2007,261,222,39
54013,2008,206,248,-42
54013,2009,271,186,85
54013,2010,235,240,-5
54015,1990,361,366,-5
54015,1991,335,294,41
54015,1992,350,261,89
54015,1993,327,298,29
54015,1994,378,323,55
54015,1995,390,366,24
54015,1996,389,302,87
54015,1997,385,388,-3
54015,1998,352,303,49
54015,1999,420,412,8
54015,2000,319,346,-27
54015,2001,342,287,55
54015,2002,287,345,-58
54015,2003,362,311,51
54015,2004,334,421,-87
54015,2005,301,361,-60
54015,2006,346,325,21
54015,2007,273,286,-13
54015,2008,341,343,-2
54015,2009,358,358,0
54015,2010,366,377,-11
54017,1990,293,232,61
54017,1991,281,264,17
54017,1992,322,256,66
54017,1993,294,255,39
54017,1994,366,263,103
54017,1995,335,391,-56
54017,1996,494,354,140
54017,1997,480,357,123
54017,1998,414,427,-13
54017,1999,426,338,88
54017,2000,766,402,364
54017,2001,487,452,35
54017,2002,285,255,30
54017,2003,230,261,-31
54017,2004,242,190,52
54017,2005,243,256,-13
54017,2006,212,171,41
54017,2007,206,222,-16
54017,2008,235,226,9
54017,2009,213,208,5
54017,2010,290,234,56
54019,1990,1818,1712,106
54019,1991,1813,1568,245
54019,1992,1865,1562,303
54019,1993,1692,1578,114
54019,1994,1803,1700,103
54019,1995,1895,1787,108
54019,1996,1875,2227,-352
54019,1997,1755,2201,-446
54019,1998,1637,1853,-216
54019,1999,1703,1863,-160
54019,2000,1633,1912,-279
54019,2001,1674,1663,11
54019,2002,1798,1623,175
54019,2003,1462,1688,-226
54019,2004,1334,1498,-164
54019,2005,1591,1490,101
54019,2006,1477,1478,-1
54019,2007,1553,1504,49
54019,2008,1475,1488,-13
54019,2009,1496,1368,128
54019,2010,1400,1483,-83
54021,1990,273,330,-57
54021,1991,273,295,-22
54021,1992,254,268,-14
54021,1993,280,268,12
54021,1994,244,284,-40
54021,1995,257,310,-53
54021,1996,296,280,16
54021,1997,288,261,27
54021,1998,227,270,-43
54021,1999,298,277,21
54021,2000,254,264,-10
54021,2001,256,336,-80
54021,2002,299,276,23
54021,2003,231,260,-29
54021,2004,280,283,-3
54021,2005,318,294,24
54021,2006,316,269,47
54021,2007,311,333,-22
54021,2008,252,287,-35
54021,2009,308,251,57
54021,2010,280,310,-30
54023,1990,432,366,66
54023,1991,421,370,51
54023,1992,436,325,111
54023,1993,411,319,92
54023,1994,446,379,67
54023,1995,423,399,24
54023,1996,412,422,-10
54023,1997,341,364,-23
54023,1998,407,414,-7
54023,1999,426,500,-74
54023,2000,478,392,86
54023,2001,451,440,11
54023,2002,479,411,68
54023,2003,483,433,50
54023,2004,450,425,25
54023,2005,518,414,104
54023,2006,455,402,53
54023,2007,460,439,21
54023,2008,389,431,-42
54023,2009,384,446,-62
54023,2010,418,404,14
54025,1990,1395,1117,278
54025,1991,1482,1224,258
54025,1992,1411,1068,343
54025,1993,1229,1173,56
54025,1994,1290,1130,160
54025,1995,1209,1205,4
54025,1996,1133,1218,-85
54025,1997,1108,1120,-12
54025,1998,1145,1109,36
54025,1999,1147,1162,-15
54025,2000,1061,1032,29
54025,2001,1196,1027,169
54025,2002,1168,999,169
54025,2003,1125,1004,121
54025,2004,1206,959,247
54025,2005,1237,1109,128
54025,2006,1160,1013,147
54025,2007,1175,1001,174
54025,2008,1189,1169,20
54025,2009,1234,971,263
54025,2010,1287,984,303
54027,1990,917,602,315
54027,1991,793,594,199
54027,1992,876,495,381
54027,1993,806,579,227
54027,1994,771,608,163
54027,1995,877,551,326
54027,1996,912,723,189
54027,1997,906,717,189
54027,1998,913,712,201
54027,1999,945,631,314
54027,2000,1027,736,291
54027,2001,1086,784,302
54027,2002,1100,808,292
54027,2003,1088,859,229
54027,2004,1251,815,436
54027,2005,1227,832,395
54027,2006,1079,756,323
54027,2007,938,922,16
54027,2008,856,839,17
54027,2009,890,776,114
54027,2010,849,819,30
54029,1990,1204,1205,-1
54029,1991,1149,1194,-45
54029,1992,1131,1105,26
54029,1993,1164,1099,65
54029,1994,1153,1207,-54
54029,1995,1008,957,51
54029,1996,957,1157,-200
54029,1997,1013,1215,-202
54029,1998,868,1032,-164
54029,1999,999,1090,-91
54029,2000,960,1124,-164
54029,2001,1016,1098,-82
54029,2002,910,1019,-109
54029,2003,895,1080,-185
54029,2004,1296,1244,52
54029,2005,1116,1217,-101
54029,2006,1110,1241,-131
54029,2007,1326,1168,158
54029,2008,1168,1105,63
54029,2009,1101,1085,16
54029,2010,1156,1144,12
54031,1990,457,355,102
54031,1991,405,349,56
54031,1992,522,386,136
54031,1993,472,387,85
54031,1994,529,417,112
54031,1995,511,368,143
54031,1996,505,482,23
54031,1997,525,388,137
54031,1998,543,426,117
54031,1999,531,449,82
54031,2000,495,414,81
54031,2001,542,498,44
54031,2002,624,446,178
54031,2003,611,511,100
54031,2004,664,593,71
54031,2005,635,567,68
54031,2006,631,501,130
54031,2007,556,611,-55
54031,2008,534,514,20
54031,2009,640,532,108
54031,2010,482,629,-147
54033,1990,2351,2109,242
54033,1991,2518,1945,573
54033,1992,2452,2085,367
54033,1993,2403,2125,278
54033,1994,2284,2210,74
54033,1995,2552,2269,283
54033,1996,2404,2422,-18
54033,1997,2301,2451,-150
54033,1998,2316,2605,-289
54033,1999,2252,2492,-240
54033,2000,2249,2898,-649
54033,2001,2355,2309,46
54033,2002,2410,2298,112
54033,2003,2429,2210,219
54033,2004,2224,2259,-35
54033,2005,2469,2368,101
54033,2006,2162,2208,-46
54033,2007,2573,2141,432
54033,2008,2385,2244,141
54033,2009,2397,1961,436
54033,2010,2292,2095,197
54035,1990,938,976,-38
54035,1991,915,919,-4
54035,1992,1032,788,244
54035,1993,881,806,75
54035,1994,1219,872,347
54035,1995,963,840,123
54035,1996,1058,896,162
54035,1997,1061,811,250
54035,1998,1082,879,203
54035,1999,1074,957,117
54035,2000,952,978,-26
54035,2001,1052,876,176
54035,2002,974,963,11
54035,2003,1071,862,209
54035,2004,902,915,-13
54035,2005,1149,965,184
54035,2006,991,833,158
54035,2007,1027,911,116
54035,2008,950,858,92
54035,2009,910,817,93
54035,2010,949,867,82
54037,1990,2409,2033,376
54037,1991,2434,1890,544
54037,1992,2425,1853,572
54037,1993,2412,1965,447
54037,1994,2470,2128,342
54037,1995,2190,1809,381
54037,1996,2277,2051,226
54037,1997,2383,1972,411
54037,1998,2621,2020,601
54037,1999,2704,2062,642
54037,2000,2736,2110,626
54037,2001,3192,2073,1119
54037,2002,3254,2322,932
54037,2003,3196,2450,746
54037,2004,3975,2779,1196
54037,2005,3806,2962,844
54037,2006,3515,2672,843
54037,2007,3404,2835,569
54037,2008,3058,2524,534
54037,2009,2831,2445,386
54037,2010,2881,2397,484
54039,1990,7086,7513,-427
54039,1991,7035,6959,76
54039,1992,6815,7203,-388
54039,1993,6442,7231,-789
54039,1994,6650,7635,-985
54039,1995,6359,7097,-738
54039,1996,6143,7364,-1221
54039,1997,6077,7302,-1225
54039,1998,5996,7659,-1663
54039,1999,5886,7329,-1443
54039,2000,5838,7439,-1601
54039,2001,6088,7491,-1403
54039,2002,6141,6440,-299
54039,2003,5847,6390,-543
54039,2004,5828,6930,-1102
54039,2005,5960,6866,-906
54039,2006,5734,6128,-394
54039,2007,5989,6085,-96
54039,2008,6447,5828,619
54039,2009,5599,5851,-252
54039,2010,5508,6052,-544
54041,1990,564,545,19
54041,1991,679,510,169
54041,1992,607,600,7
54041,1993,636,587,49
54041,1994,630,490,140
54041,1995,587,585,2
54041,1996,595,596,-1
54041,1997,633,548,85
54041,1998,621,721,-100
54041,1999,557,593,-36
54041,2000,630,607,23
54041,2001,572,581,-9
54041,2002,715,504,211
54041,2003,672,555,117
54041,2004,661,573,88
54041,2005,628,588,40
54041,2006,612,571,41
54041,2007,615,448,167
54041,2008,651,528,123
54041,2009,610,544,66
54041,2010,692,602,90
54043,1990,730,716,14
54043,1991,756,677,79
54043,1992,714,660,54
54043,1993,560,683,-123
54043,1994,857,577,280
54043,1995,663,698,-35
54043,1996,685,663,22
54043,1997,687,692,-5
54043,1998,769,656,113
54043,1999,728,659,69
54043,2000,779,729,50
54043,2001,795,719,76
54043,2002,739,749,-10
54043,2003,742,712,30
54043,2004,723,733,-10
54043,2005,755,859,-104
54043,2006,745,801,-56
54043,2007,759,722,37
54043,2008,727,679,48
54043,2009,747,718,29
54043,2010,655,684,-29
54045,1990,1204,1173,31
54045,1991,1040,1235,-195
54045,1992,1190,1017,173
54045,1993,889,1064,-175
54045,1994,987,1162,-175
54045,1995,811,1153,-342
54045,1996,802,1156,-354
54045,1997,931,1090,-159
54045,1998,798,1376,-578
54045,1999,810,1195,-385
54045,2000,823,1289,-466
54045,2001,1080,933,147
54045,2002,823,957,-134
54045,2003,752,967,-215
54045,2004,887,892,-5
54045,2005,942,904,38
54045,2006,893,851,42
54045,2007,930,856,74
54045,2008,957,876,81
54045,2009,981,816,165
54045,2010,896,1088,-192
54047,1990,874,1204,-330
54047,1991,788,994,-206
54047,1992,688,966,-278
54047,1993,645,893,-248
54047,1994,599,892,-293
54047,1995,563,993,-430
54047,1996,657,989,-332
54047,1997,650,902,-252
54047,1998,659,973,-314
54047,1999,524,846,-322
54047,2000,584,812,-228
54047,2001,680,878,-198
54047,2002,495,833,-338
54047,2003,466,776,-310
54047,2004,509,673,-164
54047,2005,545,693,-148
54047,2006,499,650,-151
54047,2007,591,665,-74
54047,2008,555,567,-12
54047,2009,507,582,-75
54047,2010,475,578,-103
54049,1990,1838,1569,269
54049,1991,1859,1572,287
54049,1992,1996,1591,405
54049,1993,1740,1748,-8
54049,1994,1798,1860,-62
54049,1995,1715,1792,-77
54049,1996,1764,1964,-200
54049,1997,1688,1912,-224
54049,1998,1708,2006,-298
54049,1999,1808,2037,-229
54049,2000,1806,1807,-1
54049,2001,2003,1801,202
54049,2002,1963,1778,185
54049,2003,1847,1863,-16
54049,2004,1825,1683,142
54049,2005,1941,1896,45
54049,2006,1871,1684,187
54049,2007,1811,1960,-149
54049,2008,1936,1777,159
54049,2009,1936,1752,184
54049,2010,1821,1795,26
54051,1990,1081,1341,-260
54051,1991,1200,1149,51
54051,1992,1133,1069,64
54051,1993,998,1148,-150
54051,1994,1013,1181,-168
54051,1995,886,1102,-216
54051,1996,941,1117,-176
54051,1997,995,1076,-81
54051,1998,932,1052,-120
54051,1999,842,1192,-350
54051,2000,969,1052,-83
54051,2001,986,1168,-182
54051,2002,1001,1009,-8
54051,2003,922,1015,-93
54051,2004,936,1092,-156
54051,2005,922,1118,-196
54051,2006,871,954,-83
54051,2007,978,1095,-117
54051,2008,940,1061,-121
54051,2009,958,917,41
54051,2010,936,954,-18
54053,1990,635,702,-67
54053,1991,726,889,-163
54053,1992,955,694,261
54053,1993,756,713,43
54053,1994,847,689,158
54053,1995,750,662,88
54053,1996,856,743,113
54053,1997,671,732,-61
54053,1998,797,797,0
54053,1999,785,749,36
54053,2000,875,754,121
54053,2001,814,825,-11
54053,2002,845,777,68
54053,2003,814,910,-96
54053,2004,700,728,-28
54053,2005,780,727,53
54053,2006,802,702,100
54053,2007,925,687,238
54053,2008,815,796,19
54053,2009,749,718,31
54053,2010,789,709,80
54055,1990,2193,2243,-50
54055,1991,2212,1991,221
54055,1992,2203,2061,142
54055,1993,1987,2033,-46
54055,1994,1931,2132,-201
54055,1995,1963,2045,-82
54055,1996,2010,2126,-116
54055,1997,1919,2162,-243
54055,1998,2071,2234,-163
54055,1999,1998,2122,-124
54055,2000,1797,2299,-502
54055,2001,2087,1909,178
54055,2002,1938,1915,23
54055,2003,1884,1902,-18
54055,2004,1884,2114,-230
54055,2005,2048,1993,55
54055,2006,2025,1775,250
54055,2007,2140,1880,260
54055,2008,2038,1697,341
54055,2009,1902,1709,193
54055,2010,2012,1763,249
54057,1990,940,895,45
54057,1991,894,827,67
54057,1992,962,829,133
54057,1993,921,831,90
54057,1994,1075,892,183
54057,1995,1059,905,154
54057,1996,973,1029,-56
54057,1997,966,971,-5
54057,1998,998,1002,-4
54057,1999,941,1035,-94
54057,2000,1032,1041,-9
54057,2001,1025,904,121
54057,2002,974,945,29
54057,2003,922,932,-10
54057,2004,998,928,70
54057,2005,1086,1017,69
54057,2006,1096,852,244
54057,2007,1135,876,259
54057,2008,1017,887,130
54057,2009,945,828,117
54057,2010,839,936,-97
54059,1990,907,875,32
54059,1991,832,1175,-343
54059,1992,962,816,146
54059,1993,782,841,-59
54059,1994,683,1031,-348
54059,1995,615,1030,-415
54059,1996,728,980,-252
54059,1997,603,998,-395
54059,1998,707,1009,-302
54059,1999,552,1237,-685
54059,2000,726,1064,-338
54059,2001,970,883,87
54059,2002,751,879,-128
54059,2003,694,922,-228
54059,2004,731,785,-54
54059,2005,733,790,-57
54059,2006,728,657,71
54059,2007,713,870,-157
54059,2008,863,763,100
54059,2009,658,784,-126
54059,2010,643,805,-162
54061,1990,3487,3311,176
54061,1991,3452,3038,414
54061,1992,3401,3265,136
54061,1993,3125,3216,-91
54061,1994,3299,3532,-233
54061,1995,3141,3336,-195
54061,1996,3157,3721,-564
54061,1997,3231,3576,-345
54061,1998,3258,3748,-490
54061,1999,3433,3567,-134
54061,2000,3430,3557,-127
54061,2001,3517,3542,-25
54061,2002,3619,3265,354
54061,2003,3542,3567,-25
54061,2004,3602,3627,-25
54061,2005,3985,4010,-25
54061,2006,3628,3835,-207
54061,2007,3948,3952,-4
54061,2008,4221,3915,306
54061,2009,4465,3509,956
54061,2010,4486,4110,376
54063,1990,525,422,103
54063,1991,497,398,99
54063,1992,486,375,111
54063,1993,543,359,184
54063,1994,474,465,9
54063,1995,456,441,15
54063,1996,519,399,120
54063,1997,474,418,56
54063,1998,502,414,88
54063,1999,486,373,113
54063,2000,455,423,32
54063,2001,493,435,58
54063,2002,470,342,128
54063,2003,483,389,94
54063,2004,476,422,54
54063,2005,444,452,-8
54063,2006,446,320,126
54063,2007,574,363,211
54063,2008,452,454,-2
54063,2009,410,388,22
54063,2010,504,402,102
54065,1990,734,534,200
54065,1991,713,434,279
54065,1992,602,546,56
54065,1993,636,539,97
54065,1994,636,522,114
54065,1995,679,476,203
54065,1996,638,514,124
54065,1997,653,519,134
54065,1998,766,607,159
54065,1999,794,540,254
54065,2000,748,567,181
54065,2001,791,665,126
54065,2002,760,547,213
54065,2003,735,561,174
54065,2004,926,644,282
54065,2005,1114,721,393
54065,2006,878,628,250
54065,2007,780,689,91
54065,2008,675,633,42
54065,2009,629,671,-42
54065,2010,747,694,53
54067,1990,938,987,-49
54067,1991,930,767,163
54067,1992,978,710,268
54067,1993,834,792,42
54067,1994,874,782,92
54067,1995,893,859,34
54067,1996,911,878,33
54067,1997,874,851,23
54067,1998,860,844,16
54067,1999,766,803,-37
54067,2000,803,940,-137
54067,2001,871,796,75
54067,2002,780,798,-18
54067,2003,766,734,32
54067,2004,867,774,93
54067,2005,826,734,92
54067,2006,785,773,12
54067,2007,796,756,40
54067,2008,833,683,150
54067,2009,762,728,34
54067,2010,786,720,66
54069,1990,1689,1930,-241
54069,1991,1677,1675,2
54069,1992,1749,1598,151
54069,1993,1439,1606,-167
54069,1994,1604,1714,-110
54069,1995,1584,1709,-125
54069,1996,1618,1799,-181
54069,1997,1578,1815,-237
54069,1998,1731,1973,-242
54069,1999,1654,1879,-225
54069,2000,1544,1957,-413
54069,2001,1661,1912,-251
54069,2002,1505,1869,-364
54069,2003,1543,1692,-149
54069,2004,1568,1682,-114
54069,2005,1593,1780,-187
54069,2006,1568,1677,-109
54069,2007,1535,1742,-207
54069,2008,1597,1579,18
54069,2009,1600,1451,149
54069,2010,1436,1595,-159
54071,1990,336,346,-10
54071,1991,388,371,17
54071,1992,380,428,-48
54071,1993,378,320,58
54071,1994,364,303,61
54071,1995,309,338,-29
54071,1996,372,371,1
54071,1997,380,357,23
54071,1998,373,397,-24
54071,1999,354,419,-65
54071,2000,369,436,-67
54071,2001,362,467,-105
54071,2002,341,386,-45
54071,2003,339,387,-48
54071,2004,307,346,-39
54071,2005,356,377,-21
54071,2006,288,388,-100
54071,2007,328,322,6
54071,2008,334,353,-19
54071,2009,281,290,-9
54071,2010,298,342,-44
54073,1990,306,255,51
54073,1991,294,312,-18
54073,1992,271,236,35
54073,1993,279,255,24
54073,1994,261,278,-17
54073,1995,262,284,-22
54073,1996,283,250,33
54073,1997,270,261,9
54073,1998,273,251,22
54073,1999,274,318,-44
54073,2000,312,278,34
54073,2001,222,215,7
54073,2002,220,338,-118
54073,2003,297,253,44
54073,2004,262,336,-74
54073,2005,262,301,-39
54073,2006,284,279,5
54073,2007,257,282,-25
54073,2008,245,318,-73
54073,2009,210,252,-42
54073,2010,276,231,45
54075,1990,324,340,-16
54075,1991,389,262,127
54075,1992,316,283,33
54075,1993,321,246,75
54075,1994,265,284,-19
54075,1995,295,318,-23
54075,1996,283,282,1
54075,1997,295,240,55
54075,1998,286,310,-24
54075,1999,275,316,-41
54075,2000,235,339,-104
54075,2001,326,257,69
54075,2002,299,247,52
54075,2003,295,266,29
54075,2004,259,298,-39
54075,2005,297,296,1
54075,2006,272,291,-19
54075,2007,253,310,-57
54075,2008,241,297,-56
54075,2009,223,294,-71
54075,2010,324,240,84
54077,1990,878,784,94
54077,1991,866,766,100
54077,1992,988,780,208
54077,1993,967,752,215
54077,1994,798,840,-42
54077,1995,799,848,-49
54077,1996,835,859,-24
54077,1997,828,786,42
54077,1998,805,796,9
54077,1999,808,852,-44
54077,2000,921,825,96
54077,2001,979,701,278
54077,2002,906,762,144
54077,2003,924,820,104
54077,2004,1034,791,243
54077,2005,1203,888,315
